,pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
3814,7791,A snowboarding woman is jumping through the air,A person wearing grey pants is airborne on a snowboard,3.7,"NEUTRAL
"
3815,7796,There is no tennis player lunging to the left,A tennis player is lunging to the left,3.4,"CONTRADICTION
"
3816,7797,A tennis player with a green headband is hitting the ball,The tennis player with a green headband is hitting the ball,5,"ENTAILMENT
"
3817,7799,A tennis player is lunging to the left,The tennis player with a green headband is hitting the ball,3.6,"NEUTRAL
"
3818,7800,A tennis player with a green headband is missing the ball,A tennis player is lunging to the left,3,"NEUTRAL
"
3819,7801,A tennis player with a green headband is hitting the ball,A tennis player is jumping to the left,3.3,"NEUTRAL
"
3820,7802,There is no tennis player lunging to the left,A tennis player with a green headband is hitting the ball,3.4,"NEUTRAL
"
3821,7803,A tennis player with a green headband is hitting the ball,A tennis player is lunging to the left,3.6,"NEUTRAL
"
3822,7806,A man is squatting in brush and taking a photograph,A man is squatting in brush and taking a photo,4.915,"ENTAILMENT
"
3823,7809,There is no man squatting in brush and taking a photograph,A man is crouching and holding a camera,3.2,"NEUTRAL
"
3824,7812,A man is squatting in brush and taking a photograph,A man is crouching and holding a camera,4.3,"ENTAILMENT
"
3825,7814,Some dogs are not playing in a stream,Some dogs are playing in a stream,3.4,"CONTRADICTION
"
3826,7815,Two dogs are looking at something that is moving in the water,Two dogs are looking at something that is splashing in the water,4.6,"ENTAILMENT
"
3827,7816,Two dogs are looking at something that is splashing in the water,Two cats are looking at something that is splashing in the water,3.9,"NEUTRAL
"
3828,7818,Some dogs are playing in a stream,Two cats are looking at something that is splashing in the water,1.9,"NEUTRAL
"
3829,7824,A black dog is jumping from n hay ball to another hay ball,A black dog is leaping from a hay ball to another hay ball,4.8,"ENTAILMENT
"
3830,7825,A black cat is jumping from a hay ball to another hay ball,A black dog is jumping from n hay ball to another hay ball,3.2,"NEUTRAL
"
3831,7826,A black dog is leaping from a hay ball to another hay ball,A black dog is leaping from a cylindrical hay bale,4.1,"NEUTRAL
"
3832,7827,A black dog is leaping from a cylindrical hay bale,A black cat is jumping from a hay ball to another hay ball,3.5,"NEUTRAL
"
3833,7828,A black dog is jumping from n hay ball to another hay ball,A black dog is jumping from a cylindrical hay bale,4.2,"NEUTRAL
"
3834,7829,A black dog is jumping from n hay ball to another hay ball,A white dog is leaping from a cylindrical hay bale,3.5,"NEUTRAL
"
3835,7830,A black dog is jumping from n hay ball to another hay ball,A black dog is leaping from a cylindrical hay bale,4,"NEUTRAL
"
3836,7831,The brown dog is jumping in the air,The brown animal is jumping in the air,4.4,"ENTAILMENT
"
3837,7832,The brown dog is jumping in the air,A brown dog is jumping in the water,3.6,"NEUTRAL
"
3838,7833,A brown dog is jumping in the air,A dog is jumping in the air,4.7,"ENTAILMENT
"
3839,7835,The brown dog is jumping in the air,A dog is jumping in the air,4.4,"ENTAILMENT
"
3840,7837,A brown dog is jumping in the air,The brown animal is jumping in the air,4.4,"ENTAILMENT
"
3841,7840,A man on a motorcycle is riding on a track and waving happily,A man on a motorcycle is riding on a track and waving,4.6,"ENTAILMENT
"
3842,7842,The person on the motorcycle is holding up his arm,The person on the motorcycle is holding up an arm,4.6,"ENTAILMENT
"
3843,7843,The person on the motorcycle is holding up an arm,The person on the motorcycle is not holding up an arm,3.4,"CONTRADICTION
"
3844,7845,A man on a motorcycle is riding on a track and waving,The person on the motorcycle is not holding up an arm,3.5,"CONTRADICTION
"
3845,7846,A man on a motorcycle is riding on a track and waving happily,The person on the motorcycle is holding up an arm,3.6,"NEUTRAL
"
3846,7848,The person on the motorcycle is holding up an arm,A man on a motorcycle is riding on a track and waving,3.9,"NEUTRAL
"
3847,7850,Two adults are standing on a scooter in a field of yellow flowers,Two adults are not standing on a scooter in a field of yellow flowers,3.7,"CONTRADICTION
"
3848,7852,Two people wearing helmets are riding over the yellow and white flowers,Two people wearing helmets are not riding over the yellow and white flowers,3.9,"CONTRADICTION
"
3849,7853,Two people wearing helmets are driving over the yellow and white flowers,Two adults are standing on a scooter in a field of yellow flowers,3.6,"NEUTRAL
"
3850,7854,Two people wearing helmets are not riding over the yellow and white flowers,Two adults are standing on a scooter in a field of yellow flowers,3.3,"NEUTRAL
"
3851,7855,Two people wearing helmets are riding over the yellow and white flowers,Two adults are standing on a scooter in a field of flowers,3.6,"NEUTRAL
"
3852,7856,Two people wearing helmets are riding over the yellow and white flowers,Two adults are not standing on a scooter in a field of yellow flowers,2.6,"NEUTRAL
"
3853,7857,Two people wearing helmets are riding over the yellow and white flowers,Two adults are standing on a scooter in a field of yellow flowers,3.4,"NEUTRAL
"
3854,7858,A man is riding a dirt bike down a dirt hill,A person is riding a dirt bike down a dirt hill,4.7,"ENTAILMENT
"
3855,7860,A person is riding a bike along a muddy trail,A person is riding a bike along the trail,4.5,"ENTAILMENT
"
3856,7862,A person is riding a dirt bike down a dirt hill,A person is riding a bike along the trail,3.8,"NEUTRAL
"
3857,7863,There is no person riding a bike along a muddy trail,A person is riding a dirt bike down a dirt hill,2.6,"NEUTRAL
"
3858,7865,A person is riding a bike along a muddy trail,A person is riding a dirt bike up a dirt hill,4.1,"NEUTRAL
"
3859,7870,A white horse is being ridden by a man in a blue cowboy hat,A man in a blue cowboy hat is riding a white horse,4.7,"ENTAILMENT
"
3860,7871,A man in a blue cowboy hat is riding a black horse,A man in a blue cowboy hat is riding a white horse,3.7,"NEUTRAL
"
3861,7873,A man in blue is riding a horse on a dirt road,A man in a blue cowboy hat is riding a black horse,4,"NEUTRAL
"
3862,7874,A man in blue is riding a animal on a dirt road,A man in a blue cowboy hat is riding a white horse,3.4,"NEUTRAL
"
3863,7879,Three people are driving ATVs,There are no people driving ATVs,3.2,"CONTRADICTION
"
3864,7880,Three people are driving four wheel ATVs in a field,Three people are driving four wheel vehicles in a field,4.5,"ENTAILMENT
"
3865,7882,Three people are driving ATVs,Three people are driving four wheel vehicles in a field,4.2,"ENTAILMENT
"
3866,7883,Three people are driving four wheel ATVs in a street,Three people are driving ATVs,4.6,"ENTAILMENT
"
3867,7885,Three people are driving four wheel ATVs in a field,There are no people driving ATVs,3.3,"CONTRADICTION
"
3868,7886,Three people are driving four wheel ATVs in a field,Three people are driving ATVs,4.2,"ENTAILMENT
"
3869,7894,Two white dogs and one brown dog are not chasing a ball,Two white dogs are playing with a brown dog and a ball,4,"NEUTRAL
"
3870,7895,Two white dogs and one brown dog are chasing a ball,Two white dogs are playing with a brown dog and a ball,4.3,"NEUTRAL
"
3871,7897,A white race car is driving through a puddle,There is no white race car driving through a puddle,3.4,"CONTRADICTION
"
3872,7901,A black rally car is throwing mud into the air and is approaching a bend in the track,A white race car is driving through a puddle,3.4,"NEUTRAL
"
3873,7904,A white race car is driving through a puddle,A white rally car is throwing mud into the air and is approaching a bend in the track,3.535,"NEUTRAL
"
3874,7905,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,An animal is jumping at a shiny blue soccer ball in a field of dry leaves,4.4,"ENTAILMENT
"
3875,7907,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,A dog is jumping at dry leaves in a field of shiny blue soccer balls,3.5,"NEUTRAL
"
3876,7908,A small black dog is wearing a red collar and is in the leaves with a blue ball,A little black dog is wearing a red collar and is in the leaves with a blue ball,4.7,"ENTAILMENT
"
3877,7910,A small black dog is wearing a red collar and is in the leaves with a blue ball,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,3.9,"NEUTRAL
"
3878,7911,A big black dog is wearing a red collar and is in the leaves with a blue ball,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,3.2,"NEUTRAL
"
3879,7913,A little black dog is wearing a red collar and is in the leaves with a blue ball,There is no dog jumping at a shiny blue soccer ball in a field of dry leaves,3.6,"NEUTRAL
"
3880,7914,A little black dog is wearing a red collar and is in the leaves with a blue ball,A dog is jumping at dry leaves in a field of shiny blue soccer balls,3.1,"NEUTRAL
"
3881,7915,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,A little black dog is wearing a red collar and is in the leaves with a blue ball,3.9,"NEUTRAL
"
3882,7916,A dog is running towards a ball,A dog is running towards a toy,4.3,"ENTAILMENT
"
3883,7918,A dog is running through a field and is chasing a ball,A dog is running through a field and is chasing a toy,4.7,"ENTAILMENT
"
3884,7919,A dog is running through a field and is chasing a ball,There is no dog running through a field and chasing a ball,3.5,"CONTRADICTION
"
3885,7920,A dog is running towards a ball,A dog is running through a field and is chasing a toy,4.1,"NEUTRAL
"
3886,7922,A dog is running through a field and is chasing a ball,A dog is running towards a toy,4.1,"ENTAILMENT
"
3887,7924,A dog is running through a field and is chasing a ball,A dog is running towards a ball,4.1,"ENTAILMENT
"
3888,7928,A person in a pink jacket is running onto the field,A person in a pink jacket is not running onto the field,4.3,"CONTRADICTION
"
3889,7929,A person in pink is running onto the field,Four athletes are with a man in a crowded stadium,1.6,"NEUTRAL
"
3890,7930,Four athletes are with a man in a crowded stadium,A person in a pink jacket is not running onto the field,1.2,"NEUTRAL
"
3891,7931,Four athletes are with a person in a crowded stadium,A person in a pink jacket is running onto the field,1.6,"NEUTRAL
"
3892,7941,There is no Asian woman holding a fur scarf,A woman dressed in elegant clothing is inside a crowd of people and is looking down,1.6,"NEUTRAL
"
3893,7942,An Asian woman is holding a fur scarf,A woman dressed in elegant clothing is inside a crowd of people and is looking down,2.2,"NEUTRAL
"
3894,7943,A boy is running through the sea at the beach,A boy is running through the water at the beach,4.4,"ENTAILMENT
"
3895,7944,A girl is running through the water at the beach,A boy is running through the water at the beach,3.8,"NEUTRAL
"
3896,7945,A boy in a white t-shirt is splashing in shallow water,A kid in a white t-shirt is splashing in shallow water,4.5,"ENTAILMENT
"
3897,7948,There is no boy in a white t-shirt splashing in shallow water,A boy is running through the water at the beach,2.4,"NEUTRAL
"
3898,7952,Two tall basketball players are scrambling for the ball on the court,Two basketball players are scrambling for the ball on the court,4.6,"ENTAILMENT
"
3899,7955,A basketball player is on the court floor and another one is grabbing the ball,There is no basketball player on the court floor and no one is grabbing the ball,3.2,"CONTRADICTION
"
3900,7956,A basketball player is on the court floor and the ball is being grabbed by another one,Two basketball players are scrambling for the ball on the court,4.7,"ENTAILMENT
"
3901,7958,Two tall basketball players are scrambling for the ball on the court,A basketball player is on the court floor and another one is grabbing the ball,4,"NEUTRAL
"
3902,7960,A basketball player is on the court floor and another one is grabbing the ball,Two basketball players are scrambling for the ball on the court,4.3,"ENTAILMENT
"
3903,7961,The white dogs are looking curiously at the black llama,The white dogs are looking at the black llama,4.6,"ENTAILMENT
"
3904,7962,The white dogs aren't looking curiously at the black llama,The white dogs are looking curiously at the black llama,3.7,"CONTRADICTION
"
3905,7965,A black sheep is standing near three white dogs,A black sheep is standing far from three white dogs,3.5,"CONTRADICTION
"
3906,7968,A black sheep is standing near three white dogs,The white dogs are looking at the black llama,2.7,"NEUTRAL
"
3907,7969,The white dogs aren't looking curiously at the black llama,A black sheep is standing near three white dogs,2,"NEUTRAL
"
3908,7970,The black llama is curiously looking at the white dogs,A black sheep is standing near three white dogs,3,"NEUTRAL
"
3909,7974,A grey dog is jumping toward a black and white dog in the soft snow,A grey dog is jumping toward a black and white dog in the snow,4.6,"ENTAILMENT
"
3910,7975,A grey dog is jumping toward a black and white dog in the snow,A grey dog is jumping toward a black and white dog in the water,3.5,"NEUTRAL
"
3911,7978,Two poodles are in the snow and one is jumping,A grey dog is jumping toward a black and white dog in the snow,3.6,"NEUTRAL
"
3912,7979,A grey dog is jumping toward a black and white dog in the snow,Two poodles are in the snow and one is lying down,3.3,"NEUTRAL
"
3913,7982,The man surrounded by photographers is wearing a gray suit and glasses,The woman surrounded by photographers is wearing a gray suit and glasses,3.3,"NEUTRAL
"
3914,7983,A man in a elegant dress is being surrounded by photographers,A man in a suit is being surrounded by photographers,4.1,"NEUTRAL
"
3915,7984,A man in a suit is not being surrounded by photographers,A man in a suit is being surrounded by photographers,4.2,"CONTRADICTION
"
3916,7988,A photographer is being surrounded by men,The man surrounded by photographers is wearing a gray suit and glasses,2.8,"NEUTRAL
"
3917,7991,The man surrounded by photographers is wearing a gray suit and glasses,A man in a suit is being surrounded by photographers,4.6,"ENTAILMENT
"
3918,7992,Children in swimming suits are playing in the pool,Children in swimming suits are playing in the water,4.4,"ENTAILMENT
"
3919,7994,The boys are wearing bathing suits and water is splashing around,The kids are wearing bathing suits and water is splashing around,4.5,"ENTAILMENT
"
3920,8000,The kids are wearing bathing suits and water is splashing around,Children in swimming suits are playing in the water,4.2,"NEUTRAL
"
3921,8001,Boys are dangling from straps and kicking at each other,People are dangling from straps and kicking at each other,4.4,"ENTAILMENT
"
3922,8003,A blonde girl is hanging by gymnastic ropes,A girl is hanging by gymnastic ropes,4.7,"ENTAILMENT
"
3923,8004,A blonde girl is hanging by gymnastic ropes,A blonde man is hanging by gymnastic ropes,3,"NEUTRAL
"
3924,8007,A blonde girl is hanging by gymnastic ropes,Boys are dangling from straps and kicking at each other,1.6,"NEUTRAL
"
3925,8008,Nobody is dangling from straps and kicking at each other,A blonde girl is hanging by gymnastic ropes,2.5,"NEUTRAL
"
3926,8009,People are dangling from straps and kicking at each other,A blonde girl is hanging by gymnastic ropes,2.5,"NEUTRAL
"
3927,8011,A man dressed in black and white is holding up the tennis racket and is waiting for the ball,A man dressed in black and white is dropping the tennis racket and is waiting for the ball,4,"CONTRADICTION
"
3928,8013,A tennis player in mid game is holding a racquet,A tennis player in mid game is not holding a racquet,2.9,"CONTRADICTION
"
3929,8015,A tennis player in mid game is not holding a racquet,A man dressed in black and white is holding up the tennis racket and is waiting for the ball,3,"NEUTRAL
"
3930,8016,A tennis player in mid game is holding a racquet,A player dressed in black and white is holding up the tennis racket and is waiting for the ball,4.1,"NEUTRAL
"
3931,8017,A man dressed in black and white is dropping the tennis racket and is waiting for the ball,A tennis player in mid game is holding a racquet,3.115,"NEUTRAL
"
3932,8019,A dog is playing in the green field,A dog is playing on the green grass,4.5,"ENTAILMENT
"
3933,8020,A dog is sleeping on the green grass,A dog is playing on the green grass,3.7,"NEUTRAL
"
3934,8022,A brown and white cat is playing on the grass,A brown and white dog is playing on the grass,3,"NEUTRAL
"
3935,8023,A brown and white dog is playing on the lawn,A dog is playing on the green grass,4.3,"ENTAILMENT
"
3936,8026,A dog is sleeping on the green grass,A brown and white dog is playing on the grass,2.9,"NEUTRAL
"
3937,8027,A brown and white dog is playing on the grass,A dog is playing on the green grass,4.2,"ENTAILMENT
"
3938,8030,A little boy with a bib is watching the camera,A young boy with a bib is watching the camera,4.8,"ENTAILMENT
"
3939,8033,A little boy with a bib is not watching the camera,A tan skinned child is looking at the camera,3,"NEUTRAL
"
3940,8034,A little boy with a bib is watching the camera,A tan skinned kid is looking at the camera,3.6,"NEUTRAL
"
3941,8035,There is no tan skinned child looking at the camera,A little boy with a bib is watching the camera,2.8,"NEUTRAL
"
3942,8036,A tan skinned child is looking at the camera,A little boy with a bib is watching the camera,3.5,"NEUTRAL
"
3943,8042,The young boy in the blue shirt is jumping into the water,A young girl is jumping into a still lake,2.2,"NEUTRAL
"
3944,8043,A young boy is jumping into a still lake,A young boy in the blue shirt is jumping into the water,4.3,"NEUTRAL
"
3945,8045,A young boy is jumping into a still lake,The young boy in the blue shirt is jumping into the water,3.9,"NEUTRAL
"
3946,8046,Two men are carrying colorful baskets and blankets and walking near a building,Two people are carrying colorful baskets and blankets and walking near a building,4.4,"ENTAILMENT
"
3947,8048,Two people are walking with laden baskets and colorful blankets,Two people are walking with laden baskets and blankets,4.1,"ENTAILMENT
"
3948,8051,Two people are carrying colorful baskets and blankets and walking near a building,Two people are sitting with laden baskets and blankets,2.8,"NEUTRAL
"
3949,8052,Two men are carrying colorful baskets and blankets and walking near a building,Two people are walking with laden baskets and blankets,3.9,"ENTAILMENT
"
3950,8053,Two people are carrying gray baskets and blankets and walking near a building,Two people are walking with laden baskets and blankets,4.2,"NEUTRAL
"
3951,8054,Two people are carrying colorful baskets and blankets and walking near a building,Two people are walking with laden baskets and blankets,4.1,"ENTAILMENT
"
3952,8056,A young girl is sitting in swimming gear,A young man is sitting in swimming gear,3.3,"NEUTRAL
"
3953,8061,A young girl is sitting in a swimsuit,"A young girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on her head",3.8,"NEUTRAL
"
3954,8062,A young man is sitting in swimming gear,"A young girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on her head",2.6,"NEUTRAL
"
3955,8063,A young girl is sitting in swimming gear,"A young girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on her head",3.9,"NEUTRAL
"
3956,8066,A brown dog is running through a snowy path,A brown dog is running through a snowy trail,4.9,"ENTAILMENT
"
3957,8070,A brown dog is running through a snowy trail,A dog is running on a snowy road,4.3,"NEUTRAL
"
3958,8074,Two children in white outfits and red protective gear are sitting on a mat,Two children in white outfits and red protective gear are sparring on a mat,4.2,"NEUTRAL
"
3959,8075,Two boys are doing martial arts on a blue mat,Two kids are doing martial arts on a blue mat,4.5,"ENTAILMENT
"
3960,8078,Two boys are doing martial arts on a green mat,Two children in white outfits and red protective gear are sparring on a mat,4,"NEUTRAL
"
3961,8080,Two boys are doing martial arts on a blue mat,Two children in white outfits and red protective gear are sitting on a mat,3.1,"NEUTRAL
"
3962,8081,Two boys are doing martial arts on a blue mat,Two children in white outfits and red protective gear are sparring on a mat,4.2,"NEUTRAL
"
3963,8082,A black and white dog is playing with a ruined volleyball in a brown field,A black and white dog is playing with a tattered volleyball in a brown field,4.8,"ENTAILMENT
"
3964,8083,A black and white dog is playing with a tattered volleyball in a brown field,A black and white dog is playing with a frisbee in a brown field,3.3,"NEUTRAL
"
3965,8085,A black and white dog is playing with a new volleyball,A black and white dog is playing with a broken volleyball,3.5,"NEUTRAL
"
3966,8086,A black and white dog is playing with a broken ball,A black and white dog is playing with a tattered volleyball in a brown field,4.165,"NEUTRAL
"
3967,8087,A black and white dog is playing with a tattered volleyball in a brown field,A black and white dog is playing with a new volleyball,3.835,"NEUTRAL
"
3968,8088,A black and white dog is playing with a ruined volleyball in a brown field,A black and white dog is playing with a broken volleyball,4.3,"ENTAILMENT
"
3969,8097,A bike is ridden on the road by a young boy in a helmet ,The little boy is riding a bicycle in a race,3.6,"NEUTRAL
"
3970,8098,The little boy is riding a bicycle in a race,A young boy in a helmet is riding a bike on the lawn,3.2,"NEUTRAL
"
3971,8099,A young boy in a helmet is riding a bike on the road,The little boy is riding a bicycle in a race,4,"NEUTRAL
"
3972,8100,Mud is covering a topless woman,A topless woman is being covered in mud,5,"ENTAILMENT
"
3973,8101,A topless woman is being covered in mud,There is no topless woman covered in mud,4.1,"CONTRADICTION
"
3974,8102,A topless woman is being smeared with a brown substance and a blurry crowd is in the background,A woman is being smeared with brown substance and a blurry crowd is in the background,4.35,"ENTAILMENT
"
3975,8103,A topless woman is being smeared with a brown substance and a blurry crowd is in the background,A topless woman is being smeared with brown substance and a nobody is in the background,3.8,"CONTRADICTION
"
3976,8106,Mud is covering a topless woman,A topless woman is being smeared with a brown substance and a blurry crowd is in the background,3.6,"NEUTRAL
"
3977,8107,There is no topless woman covered in mud,A topless woman is being smeared with a brown substance and a blurry crowd is in the background,3,"NEUTRAL
"
3978,8111,A family is purchasing something at the vending machine,A family is buying something at the vending machine,5,"ENTAILMENT
"
3979,8113,A family is buying something at the vending machine,Two kids and a man are playing games at an arcade,1.7,"NEUTRAL
"
3980,8114,Two kids and a man are playing games at an arcade,A family is not purchasing something at a vending machine,1.2,"NEUTRAL
"
3981,8115,A family is purchasing something at the vending machine,Two boys and a man are playing games at an arcade,1.6,"NEUTRAL
"
3982,8116,A family is purchasing something at the vending machine,Two kids and a woman are playing games at an arcade,1.8,"NEUTRAL
"
3983,8117,Two kids and a man are playing games at an arcade,A family is purchasing something at the vending machine,1.3,"NEUTRAL
"
3984,8118,A female cheerleader is sitting on the knee of a male cheerleader,A female cheerleader is sitting on the knee of a man,4.7,"ENTAILMENT
"
3985,8123,Some cheerleaders are dancing,A female cheerleader is sitting on the knee of a male cheerleader,2.9,"NEUTRAL
"
3986,8125,A female cheerleader is jumping on the knee of a male cheerleader,Some cheerleaders are taking a break,3,"NEUTRAL
"
3987,8128,A group of people is holding food and pointing at the camera,A group of people is holding drinks and pointing at the camera,3.1,"NEUTRAL
"
3988,8131,Several young people are posing for a photo and holding drinks,A group of people is holding drinks and pointing at the camera,4,"NEUTRAL
"
3989,8132,Several old people are posing for a photo and holding beers,A group of people is holding drinks and pointing at the camera,3.8,"NEUTRAL
"
3990,8133,Several young people are posing for a photo and holding beers,Drinks are being held by people pointing at the camera,3.6,"NEUTRAL
"
3991,8135,Several young people are posing for a photo and holding beers,A group of people is holding drinks and pointing at the camera,3.9,"NEUTRAL
"
3992,8139,"The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back","The girl has red hair and eyebrows, several piercings in a ear and no tattoo on the back",3.7,"CONTRADICTION
"
3993,8140,"The girl has red hair and eyebrows, several piercings in a ear and a drawing on the back",A girl with red hair and red eyebrows is in midspeech,2.9,"NEUTRAL
"
3994,8142,"The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back",A girl with red hair and red eyebrows is talking,3.3,"NEUTRAL
"
3995,8144,A girl with red hair and red eyebrows is in midspeech,"The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back",3.2,"NEUTRAL
"
3996,8146,A woman in blue has a yellow ball in the mitt,A man in blue has a yellow ball in the mitt,2.8,"NEUTRAL
"
3997,8148,The girl in blue is chasing the base runner with a number on the jersey,The man in blue is chasing the base runner with a number on the jersey,3.3,"NEUTRAL
"
3998,8149,The girl in blue is chasing the player with a number on the jersey,A woman in blue has a yellow ball in the mitt,2.9,"NEUTRAL
"
3999,8150,A woman in blue has a yellow ball in the mitt,The man in blue is chasing the base runner with a number on the jersey,1.7,"NEUTRAL
"
4000,8151,A woman in blue has a yellow ball in the hand,The girl in blue is chasing the base runner with a number on the jersey,2.3,"NEUTRAL
"
4001,8153,The girl in blue is chasing the base runner with a number on the jersey,A woman in blue has a yellow ball in the mitt,3,"NEUTRAL
"
4002,8154,The young man is rock climbing,The man is rock climbing,4.8,"ENTAILMENT
"
4003,8160,A man in a purple hat is climbing a rocky wall with bare hands,The man is rock climbing,3.9,"ENTAILMENT
"
4004,8164,Two people are driving a jeep and a lady is sitting on the top of it,Two people are driving a boat and a lady is sitting on the top of it,3.415,"NEUTRAL
"
4005,8166,A blond woman is sitting on the roof of a yellow vehicle and two people are inside,A blond woman is sitting on the roof of a yellow vehicle and two people are outside,3.8,"NEUTRAL
"
4006,8167,A woman with blond hair is sitting on the roof of a yellow vehicle and two people are inside,Two people are driving a jeep and a lady is sitting on the top of it,3.4,"NEUTRAL
"
4007,8169,Two people are driving a jeep and a girl is sitting on the top of it,A blond woman is sitting on the roof of a yellow vehicle and two people are inside,3,"NEUTRAL
"
4008,8170,Two people are driving a boat and a lady is sitting on the top of it,A blond woman is sitting on the roof of a yellow vehicle and two people are inside,2.8,"NEUTRAL
"
4009,8171,A blond woman is sitting on the roof of a yellow vehicle and two people are inside,Two people are driving a jeep and a lady is sitting on the top of it,3.8,"NEUTRAL
"
4010,8172,A large brown dog is jumping over a red hurdle,A red hurdle is being jumped by a large brown dog,4.9,"ENTAILMENT
"
4011,8174,"A brown and white dog is jumping over a red, yellow and white barrier","A brown and white dog is jumping over a red, yellow and white hurdle",4.6,"ENTAILMENT
"
4012,8176,A large brown dog is jumping over a red hurdle,"A brown and white dog is jumping over a red, yellow and white barrier",3.9,"NEUTRAL
"
4013,8178,A red hurdle is being jumped by a large brown dog,"A brown and white dog is jumping over a red, yellow and white hurdle",4.2,"NEUTRAL
"
4014,8181,The yellow dog is drinking water from a bottle,The yellow dog is drinking water from a container,4.7,"ENTAILMENT
"
4015,8182,The yellow dog is drinking water from a bottle,The yellow dog is drinking water from a pot,3.9,"CONTRADICTION
"
4016,8183,A yellow dog is drinking water from the faucet, water from the faucet is being drunk by a yellow dog,4.9,"ENTAILMENT
"
4017,8185, water from the faucet is being drunk by a yellow dog,The yellow dog is drinking water from a bottle,3.8,"NEUTRAL
"
4018,8188,A yellow dog is drinking water from the faucet,The yellow dog is drinking water from a pot,3.3,"NEUTRAL
"
4019,8197,The adults and children are being gathered near an outdoor seating arrangement,Adults and children are standing and playing in front of steps near a desert area,3.1,"NEUTRAL
"
4020,8198,Adults and children standing and playing in front of steps near a wooded area,The adults and children are being gathered near an outdoor seating arrangement,2.5,"NEUTRAL
"
4021,8202,A woman is looking down and is wearing a wedding veil,A boy is looking down and wearing a wedding veil,2.9,"NEUTRAL
"
4022,8203,A woman is looking down and is wearing a wedding dress,A bride with a white veil is looking down,4,"NEUTRAL
"
4023,8204,A bride with a white veil is looking down,A boy is looking down and wearing a wedding veil,3.1,"NEUTRAL
"
4024,8205,A bride with a white dress is looking down,A woman is looking down and is wearing a wedding veil,3.9,"NEUTRAL
"
4025,8207,A bride with a white veil is looking down,A woman is looking down and is wearing a wedding veil,4.3,"NEUTRAL
"
4026,8208,A young girl is standing in a group and is wearing a black shirt and pink beads,A girl is standing in a group and is wearing a black shirt and pink beads,4.5,"ENTAILMENT
"
4027,8209,A girl is standing in a group and is wearing a black shirt and pink beads,A girl is standing alone and wears a black shirt and pink beads,3.5,"NEUTRAL
"
4028,8214,A girl has black and orange patches on the cheeks,A young girl is standing in a group and is wearing a black shirt and pink beads,2.7,"NEUTRAL
"
4029,8218,Two large dogs are frolicking in a grassy field,Two large dogs are frolicking in a parking lot,3.2,"NEUTRAL
"
4030,8221,Two large dogs are frolicking in a grassy field,Two animals are running through high grass,3.9,"NEUTRAL
"
4031,8222,Two large dogs are frolicking in a grassy field,Two dogs are running through water,3.5,"NEUTRAL
"
4032,8224,Two large dogs are frolicking in a parking lot,Two dogs are running through high grass,2.5,"NEUTRAL
"
4033,8226,A black dog is running across a rocky landscape,A dog is running across a rocky landscape,4.4,"ENTAILMENT
"
4034,8229,A black dog is walking along rocky terrain,A black cat is walking along rocky terrain,3.6,"NEUTRAL
"
4035,8231,A black dog is running across a rocky landscape,A black cat is walking along rocky terrain,2.8,"NEUTRAL
"
4036,8232,A dog is running across a rocky landscape,A black dog is walking along rocky terrain,3.9,"NEUTRAL
"
4037,8234,A black dog is running across a rocky landscape,A black dog is walking along rocky terrain,3.7,"NEUTRAL
"
4038,8235,Three small dogs are sniffing at something,Three dogs are sniffing at something,4.6,"ENTAILMENT
"
4039,8236,Three small cats is sniffing at something,Three small dogs are sniffing at something,3.5,"NEUTRAL
"
4040,8237,Three dogs are resting on a sidewalk,Three dogs are resting on the pavement,4.6,"ENTAILMENT
"
4041,8238,Three dogs are resting on a couch,Three dogs are resting on a sidewalk,3,"NEUTRAL
"
4042,8239,Three small dogs are sniffing at something,Three dogs are resting on the pavement,3.25,"NEUTRAL
"
4043,8240,Three small dogs are sniffing at something,Three dogs are resting on a couch,2.3,"NEUTRAL
"
4044,8241,Three dogs are resting on a sidewalk,Three dogs are sniffing at something,3.4,"NEUTRAL
"
4045,8242,Three small cats is sniffing at something,Three dogs are resting on a sidewalk,1.7,"NEUTRAL
"
4046,8243,Three dogs are resting on a sidewalk,Three small dogs are sniffing at something,3.2,"NEUTRAL
"
4047,8244,A young man is getting a motocross bike up a dirt hill,A young man is pushing a motocross bike up a dirt hill,4.6,"ENTAILMENT
"
4048,8245,A young man is pushing a motocross bike up a dirt hill,A young man is pushing a motocross bike down a dirt hill,3.4,"NEUTRAL
"
4049,8250,Some young dirt bikers are getting a dirt bike up a sandy hill,A young man is getting a motocross bike up a dirt hill,3.6,"NEUTRAL
"
4050,8252,Some young dirt bikers are getting a dirt bike up a sandy hill,A young man is pushing a motocross bike up a dirt hill,3.6,"NEUTRAL
"
